405,95,490,2.82789,2.82968
75,405,490,2.80553,2.80803
-225,345,490,2.80697,2.80918
-315,-265,490,2.79045,2.79465
355,-205,490,2.80208,2.80423
155,-385,490,2.83096,2.83259
85,-405,490,2.81238,2.81508
-5,415,490,2.82568,2.82589
205,355,490,2.79205,2.79241
-255,325,490,2.82557,2.82765
-415,45,490,2.84216,2.84325
365,-195,490,2.80504,2.80552
-375,-175,490,2.82087,2.82263
-365,-185,490,2.78511,2.78568
-285,-295,490,2.78191,2.78487
-255,-325,490,2.80349,2.80697
-375,175,490,2.79524,2.79866
-375,-165,490,2.78467,2.78545
-405,75,490,2.80705,2.80886
295,-295,490,2.85046,2.8513
335,-245,490,2.81278,2.81436
65,-405,490,2.78812,2.78961
375,185,490,2.84503,2.84708
-285,-295,490,2.80149,2.80319
-285,295,490,2.78281,2.78623
85,405,490,2.79543,2.79952
-195,365,490,2.81399,2.81726
-415,-15,490,2.82817,2.8323
85,405,490,2.8156,2.8185
75,405,490,2.80197,2.80213
385,-145,490,2.78924,2.7931
385,145,490,2.80798,2.81184
-265,-315,490,2.79864,2.80085
-335,245,490,2.83348,2.83576
-95,405,490,2.83842,2.83966
355,-215,490,2.78666,2.78762
405,55,490,2.78686,2.7877
345,225,490,2.80847,2.80917
-35,-415,490,2.8345,2.83793
-225,-345,490,2.79567,2.79853
-305,-285,490,2.83583,2.83751
-295,295,490,2.84756,2.84777
255,-325,490,2.79358,2.79645
-405,65,490,2.7961,2.79612
-45,-415,490,2.84482,2.84679
415,45,490,2.84131,2.84519
-405,-65,490,2.79097,2.79284
-315,-265,490,2.79112,2.79195
-405,105,490,2.84977,2.85001
405,-65,490,2.79319,2.7939
405,-55,490,2.7856,2.78654
405,105,490,2.84491,2.84903
-195,365,490,2.82477,2.82533
-295,285,490,2.79379,2.79788
235,-345,490,2.84586,2.84926
-45,-415,490,2.80856,2.80915
415,-5,490,2.82572,2.82762
-345,-235,490,2.85305,2.85658
115,395,490,2.8039,2.80536
135,395,490,2.84569,2.84617
395,-115,490,2.80403,2.80769
-415,-15,490,2.82745,2.8294
-405,65,490,2.79244,2.79593
-365,-185,490,2.79068,2.79069
-395,135,490,2.84672,2.85025
-415,35,490,2.83567,2.83914
-415,35,490,2.83774,2.84126
395,135,490,2.84887,2.85226
-405,95,490,2.82686,2.82902
165,-375,490,2.78783,2.79
-295,285,490,2.79152,2.79399
385,-145,490,2.79644,2.79658
215,-355,490,2.8067,2.80959
305,285,490,2.83539,2.83696
395,-115,490,2.79872,2.80236
-45,-415,490,2.84481,2.84769
-235,335,490,2.7962,2.79753
75,-405,490,2.78313,2.78433
185,-375,490,2.84984,2.85403
-115,395,490,2.79704,2.80079
405,85,490,2.81799,2.81956
-245,335,490,2.82986,2.834
265,325,490,2.8588,2.86077
-315,265,490,2.81537,2.8168
385,155,490,2.78853,2.79158
5,-415,490,2.8252,2.82888
395,-105,490,2.78835,2.79061
-375,-175,490,2.82689,2.82856
-105,405,490,2.85214,2.85271
145,-385,490,2.79224,2.79227
405,-65,490,2.78773,2.78819
-205,355,490,2.77961,2.78325
-405,-85,490,2.8136,2.8175
65,405,490,2.79038,2.79495
355,-205,490,2.77313,2.78081
-345,-225,490,2.78832,2.7949
-395,105,490,2.78899,2.79353
255,-325,490,2.80252,2.80872
325,255,490,2.82095,2.82944
-165,375,490,2.79071,2.79782
385,155,490,2.82842,2.83297
-365,-195,490,2.80948,2.81534
-405,-65,490,2.79632,2.80298
-375,165,490,2.7882,2.79262
135,385,490,2.78199,2.79003
-85,405,490,2.79851,2.80681
-245,335,490,2.81198,2.8182
395,-125,490,2.77368,2.78025
295,-285,490,2.77891,2.7855
245,335,490,2.82484,2.83221
-155,375,490,2.77275,2.78085
-275,-305,490,2.78168,2.78836
-395,105,490,2.775,2.78232
285,295,490,2.78045,2.78482
-45,405,490,2.7727,2.78002
405,45,490,2.77756,2.78463
-105,395,490,2.79018,2.79615
-245,-325,490,2.77809,2.78474
165,375,490,2.79361,2.79885
-195,-365,490,2.81116,2.81699
-245,-335,490,2.83151,2.83735
-245,335,490,2.81928,2.82784
375,-165,490,2.79214,2.79901
-295,285,490,2.78639,2.79437
335,-245,490,2.83777,2.84309
355,215,490,2.81421,2.82146
115,395,490,2.80795,2.81397
-405,-65,490,2.78832,2.79452
-365,195,490,2.82384,2.82845
-385,145,490,2.79634,2.80364
-155,-385,490,2.82544,2.83228
-385,-135,490,2.78579,2.79104
125,395,490,2.82522,2.83011
-325,-245,490,2.78056,2.78764
-5,-415,490,2.82598,2.83062
175,-375,490,2.82539,2.83206
-155,-385,490,2.82979,2.83431
295,285,490,2.78609,2.79421
365,185,490,2.78956,2.79577
-395,115,490,2.79232,2.80002
-345,-225,490,2.79536,2.8003
-405,65,490,2.79669,2.80227
405,55,490,2.78319,2.78761
-395,125,490,2.81674,2.82268
185,365,490,2.77836,2.78322
385,145,490,2.80322,2.81036
355,-205,490,2.78387,2.78891
-385,-155,490,2.83192,2.83704
-355,-205,490,2.79369,2.79808
