15
-0.137457,1139.24,113.857
-0.156363,1140.238493,113.9085291
-0.0779061,1008.46,100.792
-0.04322510000000001,1009.4574230000001,100.8547981
-0.15219,1171.59,117.089
-0.1393852,1172.578835,117.237462
-0.140442,1145.79,114.511
-0.14450033,1146.778534,114.661943
-0.0807952,1014.81,101.426
-0.1251109,1015.806261,101.5001689
-0.147477,1161.24,116.055
-0.1897943,1162.230787,116.18365
-0.105174,1068.35,106.774
-0.1162534,1069.338851,106.922499
-0.160648,1190.17,118.944
-0.19853160000000003,1191.1671900000001,119.0086326
-0.0926797,1040.91,104.033
-0.06807650000000001,1041.899362,104.176381
-0.158338,1185.09,118.438
-0.18803630000000002,1186.0795739999999,118.578931
-0.160895,1190.71,118.999
-0.2074299,1191.705966,119.07572599999999
-0.0847504,1023.49,102.294
-0.0357074,1024.485055,102.38036939999999
-0.136313,1136.73,113.606
-0.0923918,1137.7262660000001,113.68033419999999
-0.122911,1107.29,110.665
-0.1668331,1108.281106,110.790615
-0.121685,1104.6,110.396
-0.0725857,1105.592303,110.509681
